Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,Season
E0,15/08/2009,Aston Villa,Wigan,0,2,A,0.0,1.0,A,M Clattenburg,11.0,14.0,5.0,7.0,15.0,14.0,4.0,6.0,2.0,2.0,0.0,0.0,1.67,3.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Blackburn,Man City,0,2,A,0.0,1.0,A,M Dean,17.0,8.0,9.0,5.0,12.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0,3.6,3.25,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Bolton,Sunderland,0,1,A,0.0,1.0,A,A Marriner,11.0,20.0,3.0,13.0,16.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0,2.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Chelsea,Hull,2,1,H,1.0,1.0,D,A Wiley,26.0,7.0,12.0,3.0,13.0,15.0,12.0,4.0,1.0,2.0,0.0,0.0,1.17,6.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Everton,Arsenal,1,6,A,0.0,3.0,A,M Halsey,8.0,15.0,5.0,9.0,11.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,3.2,3.25,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Portsmouth,Fulham,0,1,A,0.0,1.0,A,M Atkinson,16.0,9.0,4.0,3.0,11.0,18.0,6.0,4.0,3.0,2.0,0.0,0.0,2.63,3.2,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Stoke,Burnley,2,0,H,2.0,0.0,H,S Bennett,12.0,9.0,5.0,5.0,15.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,1.91,3.3,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,15/08/2009,Wolves,West Ham,0,2,A,0.0,1.0,A,C Foy,19.0,16.0,11.0,13.0,9.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,2.63,3.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,16/08/2009,Man United,Birmingham,1,0,H,1.0,0.0,H,L Mason,26.0,6.0,17.0,4.0,13.0,7.0,13.0,2.0,1.0,1.0,0.0,0.0,1.2,6.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,16/08/2009,Tottenham,Liverpool,2,1,H,1.0,0.0,H,P Dowd,17.0,6.0,11.0,3.0,14.0,16.0,6.0,5.0,3.0,3.0,0.0,0.0,3.2,3.25,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,18/08/2009,Sunderland,Chelsea,1,3,A,1.0,0.0,H,S Bennett,4.0,20.0,3.0,9.0,14.0,10.0,1.0,14.0,2.0,2.0,0.0,0.0,6.5,4.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
E0,18/08/2009,Wigan,Wolves,0,1,A,0.0,1.0,A,M Jones,18.0,9.0,5.0,3.0,8.0,21.0,4.0,4.0,0.0,3.0,0.0,0.0,1.73,3.6,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
