Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,Season
E0,27/08/2003,Man United,Wolves,1,0,H,0.0,0.0,D,G Poll,14.0,12.0,5.0,2.0,6.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,1.143,6.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Aston Villa,Leicester,3,1,H,3.0,0.0,H,S Bennett,10.0,5.0,8.0,4.0,18.0,17.0,11.0,1.0,1.0,2.0,0.0,1.0,1.667,3.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Bolton,Charlton,0,0,D,0.0,0.0,D,A Wiley,13.0,7.0,9.0,1.0,18.0,16.0,12.0,3.0,4.0,2.0,0.0,0.0,2.3,3.25,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Chelsea,Blackburn,2,2,D,1.0,1.0,D,M Dean,12.0,7.0,5.0,4.0,11.0,19.0,3.0,4.0,0.0,4.0,0.0,0.0,1.5,3.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Everton,Liverpool,0,3,A,0.0,1.0,A,M Riley,11.0,18.0,5.0,11.0,22.0,17.0,9.0,5.0,3.0,3.0,0.0,0.0,2.6,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Middlesbrough,Leeds,2,3,A,0.0,1.0,A,N Barry,27.0,8.0,16.0,4.0,17.0,21.0,6.0,3.0,2.0,3.0,0.0,0.0,2.0,3.25,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Newcastle,Birmingham,0,1,A,0.0,0.0,D,M Messias,19.0,7.0,10.0,3.0,15.0,15.0,9.0,6.0,2.0,1.0,0.0,0.0,1.533,3.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Tottenham,Fulham,0,3,A,0.0,1.0,A,J Winter,18.0,9.0,6.0,5.0,15.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,1.667,3.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,30/08/2003,Wolves,Portsmouth,0,0,D,0.0,0.0,D,A D'Urso,11.0,9.0,2.0,2.0,15.0,16.0,4.0,6.0,3.0,5.0,0.0,0.0,2.75,3.2,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,31/08/2003,Man City,Arsenal,1,2,A,1.0,0.0,H,G Poll,11.0,10.0,7.0,5.0,12.0,11.0,5.0,5.0,4.0,3.0,0.0,0.0,4.0,3.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,31/08/2003,Southampton,Man United,1,0,H,0.0,0.0,D,M Halsey,12.0,10.0,5.0,9.0,8.0,10.0,9.0,5.0,1.0,0.0,0.0,0.0,5.0,3.4,1.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Arsenal,Portsmouth,1,1,D,1.0,1.0,D,A Wiley,12.0,8.0,7.0,2.0,11.0,19.0,7.0,1.0,2.0,3.0,0.0,0.0,1.28,4.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Blackburn,Liverpool,1,3,A,1.0,1.0,D,N Barry,8.0,21.0,5.0,14.0,13.0,11.0,5.0,10.0,2.0,2.0,1.0,0.0,2.8,3.25,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Bolton,Middlesbrough,2,0,H,1.0,0.0,H,P Dowd,13.0,7.0,8.0,6.0,17.0,14.0,10.0,1.0,3.0,3.0,0.0,0.0,2.3,3.2,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Charlton,Man United,0,2,A,0.0,0.0,D,M Riley,8.0,14.0,3.0,9.0,19.0,18.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,3.6,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Chelsea,Tottenham,4,2,H,2.0,1.0,H,G Poll,12.0,9.0,6.0,3.0,16.0,20.0,10.0,3.0,1.0,4.0,0.0,0.0,1.53,3.6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Everton,Newcastle,2,2,D,0.0,0.0,D,R Styles,9.0,4.0,7.0,2.0,20.0,21.0,6.0,3.0,5.0,5.0,1.0,1.0,2.37,3.2,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,13/09/2003,Southampton,Wolves,2,0,H,1.0,0.0,H,U Rennie,15.0,10.0,10.0,3.0,16.0,20.0,7.0,3.0,3.0,5.0,0.0,0.0,1.61,3.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,14/09/2003,Birmingham,Fulham,2,2,D,1.0,1.0,D,S Dunn,15.0,8.0,9.0,6.0,16.0,21.0,8.0,1.0,1.0,4.0,1.0,1.0,1.83,3.25,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,14/09/2003,Man City,Aston Villa,4,1,H,0.0,1.0,A,M Halsey,17.0,8.0,9.0,4.0,11.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,1.83,3.25,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,15/09/2003,Leicester,Leeds,4,0,H,2.0,0.0,H,J Winter,19.0,14.0,11.0,2.0,10.0,10.0,9.0,5.0,0.0,2.0,0.0,0.0,2.6,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Aston Villa,Charlton,2,1,H,1.0,0.0,H,C Foy,15.0,8.0,6.0,3.0,13.0,13.0,10.0,2.0,3.0,2.0,0.0,0.0,1.9,3.25,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Fulham,Man City,2,2,D,0.0,0.0,D,P Dowd,13.0,7.0,9.0,6.0,14.0,19.0,2.0,4.0,2.0,5.0,0.0,0.0,2.3,3.25,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Leeds,Birmingham,0,2,A,0.0,0.0,D,D Gallagher,12.0,7.0,6.0,3.0,15.0,14.0,6.0,1.0,4.0,2.0,1.0,0.0,2.1,3.25,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Liverpool,Leicester,2,1,H,1.0,0.0,H,M Halsey,19.0,9.0,8.0,3.0,10.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,1.3,4.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Newcastle,Bolton,0,0,D,0.0,0.0,D,Graham Barber,14.0,8.0,7.0,6.0,15.0,12.0,7.0,5.0,1.0,1.0,0.0,0.0,1.5,3.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Portsmouth,Blackburn,1,2,A,0.0,2.0,A,P Durkin,9.0,12.0,6.0,10.0,17.0,18.0,7.0,6.0,2.0,3.0,0.0,0.0,2.25,3.25,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Tottenham,Southampton,1,3,A,0.0,2.0,A,A D'Urso,13.0,12.0,6.0,10.0,15.0,14.0,4.0,7.0,1.0,1.0,0.0,0.0,2.0,3.25,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,20/09/2003,Wolves,Chelsea,0,5,A,0.0,2.0,A,M Messias,8.0,14.0,4.0,8.0,15.0,15.0,1.0,3.0,2.0,3.0,0.0,0.0,6.5,3.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,21/09/2003,Man United,Arsenal,0,0,D,0.0,0.0,D,S Bennett,9.0,6.0,7.0,1.0,11.0,15.0,4.0,3.0,4.0,3.0,0.0,1.0,2.0,3.25,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,21/09/2003,Middlesbrough,Everton,1,0,H,1.0,0.0,H,A Wiley,9.0,9.0,4.0,5.0,12.0,14.0,4.0,6.0,2.0,3.0,0.0,0.0,2.3,3.25,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,26/09/2003,Arsenal,Newcastle,3,2,H,1.0,1.0,D,M Riley,11.0,5.0,7.0,4.0,13.0,17.0,3.0,4.0,0.0,1.0,0.0,0.0,1.53,3.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,27/09/2003,Birmingham,Portsmouth,2,0,H,1.0,0.0,H,S Bennett,7.0,10.0,5.0,5.0,10.0,16.0,4.0,4.0,1.0,3.0,0.0,0.0,1.9,3.25,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,27/09/2003,Bolton,Wolves,1,1,D,0.0,1.0,A,M Dean,22.0,8.0,14.0,4.0,16.0,4.0,12.0,3.0,2.0,0.0,0.0,0.0,1.61,3.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,27/09/2003,Chelsea,Aston Villa,1,0,H,1.0,0.0,H,J Winter,10.0,7.0,5.0,1.0,7.0,9.0,6.0,5.0,0.0,2.0,0.0,0.0,1.33,4.33,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,27/09/2003,Leicester,Man United,1,4,A,0.0,3.0,A,G Poll,10.0,11.0,4.0,9.0,7.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,6.5,3.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,27/09/2003,Southampton,Middlesbrough,0,1,A,0.0,1.0,A,B Knight,10.0,12.0,6.0,9.0,12.0,19.0,4.0,4.0,4.0,3.0,1.0,0.0,1.8,3.2,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,28/09/2003,Blackburn,Fulham,0,2,A,0.0,1.0,A,M Messias,6.0,7.0,0.0,2.0,14.0,11.0,5.0,5.0,2.0,4.0,0.0,0.0,1.8,3.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,28/09/2003,Charlton,Liverpool,3,2,H,2.0,1.0,H,R Styles,14.0,17.0,5.0,9.0,11.0,9.0,7.0,5.0,2.0,1.0,0.0,0.0,4.33,3.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,28/09/2003,Everton,Leeds,4,0,H,3.0,0.0,H,P Durkin,20.0,6.0,9.0,2.0,11.0,15.0,11.0,4.0,0.0,2.0,0.0,0.0,1.83,3.25,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,28/09/2003,Man City,Tottenham,0,0,D,0.0,0.0,D,N Barry,21.0,4.0,10.0,2.0,7.0,15.0,6.0,6.0,2.0,1.0,0.0,0.0,1.72,3.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Fulham,Leicester,2,0,H,1.0,0.0,H,C Foy,16.0,8.0,8.0,4.0,14.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0,1.61,3.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Leeds,Blackburn,2,1,H,2.0,0.0,H,U Rennie,15.0,17.0,5.0,9.0,18.0,20.0,2.0,5.0,3.0,1.0,0.0,0.0,2.5,3.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Liverpool,Arsenal,1,2,A,1.0,1.0,D,G Barber,13.0,12.0,7.0,8.0,12.0,20.0,11.0,3.0,2.0,2.0,0.0,0.0,2.5,3.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Man United,Birmingham,3,0,H,1.0,0.0,H,M Dean,10.0,5.0,8.0,2.0,13.0,11.0,5.0,1.0,0.0,1.0,0.0,1.0,1.3,4.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Newcastle,Southampton,1,0,H,1.0,0.0,H,P Dowd,14.0,7.0,9.0,4.0,14.0,10.0,8.0,4.0,3.0,2.0,0.0,0.0,1.72,3.5,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Portsmouth,Charlton,1,2,A,1.0,0.0,H,G Poll,16.0,11.0,8.0,6.0,20.0,14.0,6.0,9.0,3.0,2.0,0.0,0.0,2.1,3.25,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Tottenham,Everton,3,0,H,1.0,0.0,H,D Gallagher,13.0,12.0,7.0,4.0,15.0,14.0,2.0,6.0,2.0,2.0,0.0,0.0,2.25,3.25,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,04/10/2003,Wolves,Man City,1,0,H,0.0,0.0,D,J Winter,8.0,9.0,4.0,5.0,13.0,7.0,3.0,10.0,3.0,2.0,0.0,0.0,3.25,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,05/10/2003,Aston Villa,Bolton,1,1,D,0.0,0.0,D,R Styles,14.0,15.0,8.0,5.0,14.0,16.0,9.0,5.0,1.0,5.0,0.0,0.0,1.8,3.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,05/10/2003,Middlesbrough,Chelsea,1,2,A,0.0,1.0,A,M Halsey,15.0,10.0,6.0,6.0,14.0,18.0,2.0,8.0,1.0,2.0,0.0,0.0,4.33,3.5,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,14/10/2003,Birmingham,Chelsea,0,0,D,0.0,0.0,D,N Barry,6.0,13.0,2.0,8.0,10.0,14.0,2.0,18.0,2.0,4.0,0.0,0.0,4.33,3.5,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Arsenal,Chelsea,2,1,H,1.0,1.0,D,P Durkin,13.0,7.0,9.0,3.0,11.0,13.0,6.0,3.0,1.0,2.0,0.0,0.0,2.2,3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Fulham,Wolves,0,0,D,0.0,0.0,D,H Webb,9.0,14.0,4.0,6.0,12.0,11.0,4.0,11.0,2.0,2.0,0.0,0.0,1.57,3.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Leeds,Man United,0,1,A,0.0,0.0,D,G Poll,3.0,18.0,2.0,10.0,19.0,8.0,7.0,2.0,4.0,1.0,0.0,0.0,5.0,3.6,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Man City,Bolton,6,2,H,1.0,1.0,D,S Bennett,16.0,12.0,13.0,8.0,11.0,8.0,7.0,4.0,1.0,1.0,1.0,0.0,1.66,3.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Middlesbrough,Newcastle,0,1,A,0.0,1.0,A,A Wiley,11.0,4.0,7.0,3.0,17.0,12.0,8.0,2.0,3.0,3.0,0.0,0.0,2.5,3.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,18/10/2003,Portsmouth,Liverpool,1,0,H,1.0,0.0,H,S Dunn,10.0,13.0,6.0,7.0,22.0,10.0,5.0,3.0,2.0,2.0,0.0,0.0,4.0,3.25,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,19/10/2003,Birmingham,Aston Villa,0,0,D,0.0,0.0,D,M Riley,4.0,2.0,3.0,1.0,16.0,20.0,3.0,4.0,2.0,1.0,0.0,0.0,2.25,3.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
E0,19/10/2003,Everton,Southampton,0,0,D,0.0,0.0,D,M Messias,13.0,19.0,6.0,7.0,11.0,6.0,8.0,6.0,1.0,2.0,0.0,0.0,2.0,3.25,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
